60959.32,46441.03
60331.40,52416.40
54461.23,42821.51
30761.24,60996.20
36419.55,58760.54
19903.18,61170.27
56813.57,35697.36
36164.86,50580.10
35903.60,37050.81
23495.16,45438.84
10595.53,60619.72
44743.97,46293.71
10325.34,50846.03
17043.57,54549.93
38001.03,44522.12
4770.30,54722.59
26778.11,56958.03
51573.67,49327.29
30868.57,45602.14
58641.16,59852.84
